"Count","Tradelist Count","Name","Edition","Condition","Language","Foil","Tags","Last Modified","Collector Number","Alter","Proxy","Purchase Price"
"1","1","Steer Clear","otj","Near Mint","Spanish","","","2025-04-28 06:37:25.550000","31","False","False","0.07"
"1","1","Stegron the Dinosaur Man","spm","Near Mint","Spanish","","","2025-09-30 06:53:47.817000","95","False","False","0.05"
"2","2","Sterling Hound","otj","Near Mint","Spanish","","","2025-11-24 17:25:14.333000","249","False","False","0.12"
"1","1","Sterling Keykeeper","otj","Near Mint","English","","","2025-04-28 06:37:25.550000","32","False","False","0.02"
"1","1","Sterling Keykeeper","otj","Near Mint","Spanish","","","2025-04-28 06:37:25.550000","32","False","False","0.02"
"1","1","Sterling Supplier","otj","Near Mint","English","","","2025-04-28 06:37:25.550000","33","False","False","0.04"
"1","1","Stern Dismissal","thb","Near Mint","Spanish","","","2025-11-24 17:25:14.333000","68","False","False","0.11"
"1","1","Stew the Coneys","ltr","Near Mint","English","","","2024-11-08 11:51:52.473000","189","False","False",""
"1","1","Steward of the Harvest","tdc","Near Mint","Spanish","","","2025-04-16 17:29:43.977000","48","False","False",""
"1","1","Stickytongue Sentinel","blb","Near Mint","English","","","2025-11-24 17:25:14.333000","193","False","False","0.07"
"1","1","Sting-Slinger","ecl","Near Mint","Spanish","","","2026-01-19 17:35:55.460000","161","False","False","0.16"
"1","1","Stirring Wildwood","eos","Near Mint","English","","","2025-08-05 17:21:29.973000","39","False","False",""
"1","1","Stitched Mangler","inr","Near Mint","Spanish","","","2025-01-25 23:26:17.367000","87","False","False",""
"1","1","Stitcher's Supplier","tdc","Near Mint","Spanish","","","2025-04-16 17:29:47.910000","196","False","False",""
"1","1","Stoic Grove-Guide","ecl","Near Mint","Spanish","foil","","2026-03-16 09:34:40.437000","243","False","False","0.11"
"1","1","Stolen Uniform","fin","Near Mint","Spanish","","","2025-06-23 16:34:13.207000","332","False","False","0.19"
"1","1","Stomping Ground","eoe","Near Mint","English","","","2025-08-05 17:23:16.097000","283","False","False",""
"1","1","Stonecoil Serpent","eld","Near Mint","English","","","2024-10-21 12:42:49.147000","235","False","False",""
"2","2","Stonewood Invoker","dmr","Near Mint","English","","","2025-04-28 06:37:25.550000","178","False","False","0.04"
"1","1","Stop Cold","otj","Near Mint","Spanish","","","2025-04-28 06:37:25.550000","72","False","False","0.07"
"2","2","Stop Cold","otj","Near Mint","English","","","2025-04-28 06:37:25.550000","72","False","False","0.07"
"1","1","Storm of Saruman","ltr","Near Mint","English","","","2025-04-04 23:52:35.303000","72","False","False",""
"2","2","Storm the Seedcore","mom","Near Mint","Spanish","","","2024-11-08 12:03:53.390000","206","False","False",""
"1","1","Stormcarved Coast","who","Near Mint","English","","","2024-11-08 09:56:45.813000","308","False","False",""
"1","1","Stormcatch Mentor","blb","Near Mint","English","","","2024-10-21 15:41:36.270000","234","False","False",""
"4","4","Stormkeld Prowler","woe","Near Mint","Spanish","","","2024-11-08 12:09:35.493000","71","False","False",""
"1","1","Storm-Kiln Artist","otc","Near Mint","English","","","2024-11-08 09:55:56.180000","181","False","False",""
"1","1","Stratosoarer","ecl","Near Mint","Spanish","","","2026-01-19 17:35:55.460000","72","False","False","0.15"
"1","1","Streaking Oilgorger","dft","Near Mint","English","","","2025-05-25 11:23:38.607000","107","False","False","0.04"
"1","1","Street Urchin","clb","Near Mint","English","","","2025-11-24 16:54:51.860000","197","False","False",""
"1","1","Strix Lookout","fdn","Near Mint","English","","","2025-11-24 17:25:14.333000","52","False","False","0.04"
"1","1","Strix Lookout","fdn","Near Mint","English","","","2024-11-17 01:51:40.967000","52","False","False",""
"1","1","Strix Serenade","mh3","Near Mint","English","","","2024-10-21 11:13:58.327000","71","False","False",""
"1","1","Stroke of Genius","dmr","Near Mint","English","","","2025-05-09 13:26:41.150000","67","False","False",""
"1","1","Stromkirk Bloodthief","fdn","Near Mint","Spanish","foil","","2025-11-24 17:25:14.333000","185","False","False","0.11"
"2","2","Stromkirk Bloodthief","fdn","Near Mint","English","","","2025-11-24 17:25:14.333000","185","False","False","0.08"
"1","1","Strongarm Monk","dtk","Near Mint","Spanish","","","2025-05-12 18:35:55.297000","39","False","False",""
"1","1","Strongbox Raider","fdn","Near Mint","English","","","2025-11-24 17:25:14.333000","96","False","False","0.06"
"1","1","Stubborn Burrowfiend","otj","Near Mint","English","","","2025-04-28 06:37:25.550000","184","False","False","0.09"
"2","2","Stuck in Summoner's Sanctum","fin","Near Mint","Spanish","","","2025-06-23 16:34:13.207000","76","False","False","0.02"
"1","1","Stump Stomp // Burnwillow Clearing","mh3","Near Mint","Spanish","","","2025-11-12 10:11:55.850000","259","False","False","0.32"
"1","1","Subjugator Angel","inr","Near Mint","Spanish","","","2025-01-25 23:34:16.057000","43","False","False",""
"3","3","Sugar Coat","blb","Near Mint","Spanish","","","2024-10-22 07:50:46.193000","76","False","False",""
"1","1","Sulfur Falls","pip","Near Mint","English","","","2024-10-21 11:06:37.913000","294","False","False",""
"1","1","Sultai Devotee","tdm","Near Mint","Spanish","","","2025-05-20 10:03:03.290000","160","False","False",""
"1","1","Summary Judgment","rvr","Near Mint","Spanish","","","2025-04-28 06:37:25.550000","27","False","False","0.06"
"1","1","Summer Bloom","9ed","Near Mint","Spanish","","","2025-11-17 08:09:05.513000","273","False","False","0.48"
"1","1","Summit Sentinel","ecl","Near Mint","Spanish","","","2026-01-19 17:35:55.460000","73","False","False","0.10"
"1","1","Summon: Choco/Mog","fin","Near Mint","Spanish","","","2025-06-23 16:34:13.207000","35","False","False","0.08"
"1","1","Summon: Choco/Mog","fin","Near Mint","Spanish","","","2025-06-23 16:39:59.877000","35","False","False",""
"1","1","Summon: Choco/Mog","fin","Near Mint","English","","","2025-10-18 22:46:12.710000","35","False","False",""
"1","1","Summon: Fat Chocobo","fin","Near Mint","Spanish","","","2025-06-23 16:34:13.207000","202","False","False","0.07"
"1","1","Summon: Fat Chocobo","fin","Near Mint","English","","","2025-07-01 06:00:56.920000","202","False","False",""
"2","2","Summon: G.F. Ifrit","fin","Near Mint","Spanish","","","2025-06-23 16:37:53.520000","163","False","False",""
"1","1","Summoner's Grimoire","fin","Near Mint","Spanish","","","2025-06-23 16:34:13.207000","205","False","False","0.02"
"3","3","Sunbathing Rootwalla","dmu","Near Mint","Spanish","","","2025-04-28 06:37:25.550000","181","False","False","0.02"
"1","1","Sunbillow Verge","dft","Near Mint","English","","","2025-05-25 11:23:38.607000","264","False","False","5.43"
"1","1","Sun-Dappled Celebrant","ecl","Near Mint","Spanish","","","2026-03-16 09:34:40.437000","37","False","False","0.03"
"1","1","Sun-Dappled Celebrant","ecl","Near Mint","Spanish","","","2026-01-19 17:35:55.460000","37","False","False","0.11"
"1","1","Sunken Hollow","tdc","Near Mint","Spanish","","","2025-04-16 17:34:10.310000","398","False","False",""
"1","1","Sunken Hollow","lcc","Near Mint","English","","","2025-07-01 06:00:05.157000","355","False","False",""
"1","1","Sunken Ruins","fic","Near Mint","English","","","2025-07-06 16:51:06.447000","430","False","False",""
"1","1","Sunscorched Desert","akh","Near Mint","Spanish","","","2024-10-21 10:39:33.440000","249","False","False",""
"1","1","Sunset Saboteur","eoe","Near Mint","English","","","2025-08-05 17:36:00.533000","116","False","False",""
"1","1","Sunshower Druid","blb","Near Mint","English","","","2025-11-24 17:25:14.333000","195","False","False","0.05"
"1","1","Sunstar Chaplain","eoe","Near Mint","Spanish","","","2025-08-05 17:32:36.763000","40","False","False",""
"1","1","Sunstar Expansionist","eoe","Near Mint","Spanish","","","2025-09-01 16:39:28.257000","41","False","False","0.07"
"1","1","Sunstar Expansionist","eoe","Near Mint","English","","","2025-09-01 16:39:28.257000","41","False","False","0.07"
"1","1","Sunstar Lightsmith","eoe","Near Mint","Spanish","","","2025-09-01 16:39:28.257000","42","False","False","0.10"
"1","1","Sunstar Lightsmith","eoe","Near Mint","Spanish","","","2025-08-11 08:58:07.800000","42","False","False","0.11"
"1","1","Supply Runners","cmm","Near Mint","English","","","2025-04-28 06:37:25.550000","63","False","False","0.14"
"2","2","Surgical Suite // Hospital Room","dsk","Near Mint","English","","","2024-10-27 22:43:13.227000","34","False","False",""
"2","2","Survivor of Korlis","bro","Near Mint","Spanish","","","2025-04-28 06:37:25.550000","28","False","False","0.03"
"1","1","Susurian Dirgecraft","eoe","Near Mint","English","foil","","2025-08-21 20:56:37.747000","117","False","False","0.09"
"1","1","Susurian Voidborn","eoe","Near Mint","English","foil","","2025-08-21 20:56:37.747000","118","False","False","0.26"
"1","1","Susurian Voidborn","eoe","Near Mint","English","foil","","2025-08-21 20:58:14.893000","118","False","False",""
"1","1","Swaggering Corsair","rix","Near Mint","English","","","2025-11-24 17:25:14.333000","119","False","False","0.08"
"1","1","Swallow the Hero Whole","tfth","Near Mint","Spanish","","","2025-11-24 17:25:14.333000","13","False","False","0.50"
"1","1","Swallowed by Leviathan","fin","Near Mint","English","","","2025-07-01 06:03:59.177000","79","False","False",""
"5","5","Swamp","ltr","Near Mint","English","","","2024-11-08 11:53:49.957000","266","False","False",""
"6","6","Swamp","ltr","Near Mint","English","","","2024-11-08 11:53:49.957000","267","False","False",""
"2","2","Swamp","tdm","Near Mint","Spanish","","","2025-04-16 17:34:18.240000","282","False","False",""
"3","3","Swamp","tdm","Near Mint","Spanish","","","2025-04-16 17:34:14.517000","281","False","False",""
"40","40","Swamp","dsk","Near Mint","Spanish","","","2025-01-30 14:17:26.780000","281","False","False",""
"1","1","Swampsnare Trap","tla","Near Mint","English","","","2025-11-15 16:33:07.270000","120","False","False","0.05"
"2","2","Swarm Culler","eoe","Near Mint","Spanish","","","2025-08-21 20:56:37.747000","119","False","False","0.02"
"1","1","Swarm Culler","eoe","Near Mint","Spanish","","","2025-08-11 08:58:07.800000","119","False","False","0.04"
"1","1","Swarming of Moria","ltr","Near Mint","English","","","2024-11-08 11:53:49.957000","150","False","False",""
"1","1","Swift Response","cmm","Near Mint","English","","","2025-04-28 06:37:25.550000","64","False","False","0.04"
"1","1","Swiftfoot Boots","ncc","Near Mint","English","","","2024-10-27 22:31:30.147000","382","False","False",""
"4","4","Swiftwater Cliffs","mom","Near Mint","Spanish","","","2024-11-08 12:10:48.777000","273","False","False",""
"1","1","Swiftwing Assailant","dft","Near Mint","English","","","2025-03-03 13:35:29.267000","32","False","False",""
"1","1","Swords to Plowshares","dsc","Near Mint","Spanish","","","2024-10-21 12:03:01.277000","106","False","False",""
"2","2","Sword-Swallowing Seraph","unf","Near Mint","English","","","2025-11-24 17:25:14.333000","30","False","False","0.10"
"1","1","Symbiote Spider-Man","spm","Near Mint","Spanish","","","2025-09-30 06:45:31.147000","156","False","False",""
"1","1","Syncopate","fin","Near Mint","Spanish","","","2025-06-23 16:34:13.207000","80","False","False","0.69"
"2","2","Syndicate Messenger","clu","Near Mint","Spanish","","","2025-04-28 06:37:25.550000","75","False","False","0.08"
"1","1","Synthesizer Labship","eoe","Near Mint","English","foil","","2025-08-05 17:27:43.617000","329","False","False",""
"1","1","Synthesizer Labship","eoe","Near Mint","Spanish","","","2025-08-05 17:27:28.930000","81","False","False",""
"1","1","Syr Vondam, Sunstar Exemplar","eoe","Near Mint","English","","","2025-09-17 22:50:14.073000","231","False","False",""
"1","1","Syr Vondam, the Lucent","eoe","Near Mint","English","","","2025-08-21 20:59:22.030000","232","False","False",""
"1","1","Syr Vondam, the Lucent","eoe","Near Mint","Spanish","","","2025-08-21 20:56:37.747000","232","False","False","0.09"
"2","2","Systems Override","eoe","Near Mint","Spanish","","","2025-08-21 20:56:37.747000","161","False","False","0.09"
"1","1","Systems Override","eoe","Near Mint","English","","","2025-09-17 22:52:37.783000","161","False","False",""
"1","1","Tabaxi Toucaneers","clb","Near Mint","English","","","2025-11-24 17:25:14.333000","46","False","False","0.08"
"1","1","Taigam, Master Opportunist","tdm","Near Mint","English","foil","","2025-07-09 06:02:07.733000","60","False","False",""
"1","1","Tainted Field","dsc","Near Mint","Spanish","","","2024-10-21 12:08:37.417000","302","False","False",""
"1","1","Tainted Isle","dsc","Near Mint","Spanish","","","2024-10-21 12:08:41.653000","303","False","False",""
"2","2","Tajuru Blightblade","znr","Near Mint","English","","","2025-04-28 06:37:25.550000","208","False","False","0.05"
"1","1","Tajuru Snarecaster","znr","Near Mint","English","","","2025-04-28 06:37:25.550000","210","False","False","0.13"
"1","1","Tajuru Snarecaster","znr","Near Mint","Spanish","","","2025-04-28 06:37:25.550000","210","False","False","0.13"
"1","1","Take for a Ride","otj","Near Mint","English","","","2025-04-28 06:37:25.550000","148","False","False","0.15"
"1","1","Take Out the Trash","blb","Near Mint","English","","","2025-04-28 06:37:25.550000","156","False","False","0.04"
"1","1","Take Out the Trash","blb","Near Mint","Spanish","","","2024-10-22 08:44:58.433000","156","False","False",""
"1","1","Take the Fall","otj","Near Mint","English","","","2025-04-28 06:37:25.550000","73","False","False","0.03"
"1","1","Take the Fall","otj","Near Mint","Spanish","","","2025-04-28 06:37:25.550000","73","False","False","0.03"
"3","3","Take Up the Shield","otj","Near Mint","English","","","2025-04-28 06:37:25.550000","34","False","False","0.07"
"1","1","Take Up the Shield","otj","Near Mint","Spanish","","","2024-11-13 09:23:18.937000","34","False","False",""
"1","1","Talas Lookout","dmu","Near Mint","Spanish","","","2025-11-24 17:25:14.333000","68","False","False","0.09"
"1","1","Talion, the Kindly Lord","woe","Near Mint","English","","","2025-06-08 10:07:37.860000","215","False","False",""
"1","1","Talisman of Creativity","who","Near Mint","English","","","2024-10-21 10:38:00.887000","248","False","False",""
"1","1","Talisman of Dominance","drc","Near Mint","Spanish","","","2025-04-15 09:05:56.097000","141","False","False",""
"1","1","Talisman of Hierarchy","drc","Near Mint","English","","","2025-04-15 09:06:13.853000","142","False","False",""
"1","1","Talisman of Indulgence","m3c","Near Mint","English","","","2025-01-17 15:58:16.710000","312","False","False",""
"1","1","Talisman of Progress","pip","Near Mint","English","","","2025-04-09 10:30:36.977000","249","False","False",""
"1","1","Tandem Lookout","plst","Near Mint","English","","","2024-10-21 10:16:29.157000","MM3-53","False","False",""
"1","1","Tannuk, Memorial Ensign","eoe","Near Mint","English","","","2025-08-21 20:56:37.747000","233","False","False","0.28"
"2","2","Tannuk, Memorial Ensign","eoe","Near Mint","Spanish","","","2025-08-21 20:56:37.747000","233","False","False","0.28"
"1","1","Tapestry Warden","eoe","Near Mint","Spanish","","","2025-08-21 20:56:37.747000","209","False","False","0.09"
